Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
table-9,Prisma Table,"<p data-mce-fragment=""1"">The Prisma stool is a symphony of meticulous proportions based on a simple square black velvet, created with the same empowering and passionate aesthetics in its design. The unified softness conceptions of well-defined geometric shapes end in a gold-plated surplice. This luxury item adapts perfectly to any ambiance or style.</p>
<ul>
<li><strong>SIZE: CM: 45 x 32 x 32</strong></li>
<li><strong>PRODUCT CODE: FTS-003</strong></li>
<li><strong>MATERIAL: WOOD, BRASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Tables,tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,115000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/40D91F83-7941-4A22-938A-FDDD732FE265.webp?v=1693239154,1,"",false,,,,,,,,,kg,,,true,,,active
table-8,Drummers coffee table,"<p>Coffee table in rigid polyurethane covered with spatulated lime in the ""burro"" color. </p>
<li><strong>SIZE: CM: 31 x 45 </strong></li>
<li><strong>SIZE: CM: 61 x 61 x 27</strong></li>
<li><strong>SIZE: CM: 89 x 89 x 20</strong></li>
<li><strong>PRODUCT CODE: FTC-007</strong></li>
<li><strong>MATERIAL: BOARD</strong></li>
<p> </p>
<p> </p>",Lusso Homey,Furniture > Tables,Tables,tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,175000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/6F9417BE-952B-4CE4-A279-295DF21AA550.webp?v=1693239132,1,"",false,,,,,,,,,kg,,,true,,,active
table-7,Maya Cocktail Table,"<p data-mce-fragment=""1"">Stefano Bigi designed the Maya collection inspired by the retro-Scandinavian style. The soft base of these cocktail tables resembles an unfolded trestle and highlights the beauty of the solid walnut.</p>
<ul>
<li><strong>SIZE: CM: 135 x 90 x 34</strong></li>
<li><strong>PRODUCT CODE: FTC-006</strong></li>
<li><strong>MATERIAL: WOOD, GLASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Tables,tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,145000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/6F0284CD-6689-4B43-BC3B-50AD112EA93B.webp?v=1693239113,1,"",false,,,,,,,,,kg,,,true,,,active
table-6,Bloom Coffee Table,"<p>Bloom<span> is a collection celebrating nature that blurs the lines between art and furniture.‎ Bloom is flowers just sprung from the earth.‎ Bloom is layering, curved volume lines, dim color palette, and surfaces begging to be touched; an intrinsic harmony of fluidity, sensuality, and expression through materials.‎ Bloom is solid walnut petals, immaculately assembled to exhibit the most elegant flow of annual growth lines; an embrace of a dim interior leaving merely a peekhole to see the firm metal structure.‎ Bloom is the color black complementing smooth metal textures while contrasting the warm walnut tones.‎ Bloom an upside-down perspective of the blossoming nature, with sliding doors and the eternal shine of sahara noir black marble, devoured by all senses.‎</span></p>
<ul>
<li><strong>SIZE: CM: 100 x 100 x 30</strong></li>
<li><strong>SIZE: CM: 70 x 70 x 40</strong></li>
<li><strong>PRODUCT CODE: FTC-005</strong></li>
<li><strong>MATERIAL: PLYWOOD</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Tables,tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,215000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/F63162C6-03D0-4D97-961B-DDE89C3F322F.webp?v=1693239095,1,"",false,,,,,,,,,kg,,,true,,,active
table-5,Occasional Table,"<p>The curved lines provide a common design language that runs through La Isla’s upholstery and tables. Three heights are available and the tabletops can be round or oval. The bases, shaped like a blade, are a nod to the shape of the benches’ backs. The fumé glass tops enables us to take a closer look at the distinctive base, which can be lacquered as per our colour chart.<br></p>
<ul>
<li><strong>SIZE: CM: 31<span data-mce-fragment=""1"">4 x 70 x 35</span></strong></li>
<li><strong>PRODUCT CODE: FTC-004</strong></li>
<li><strong>MATERIAL: BOARD, GLASS</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Tables,tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,185000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/F398B104-E93A-46AF-9D06-E6B63CC6735B.webp?v=1693239074,1,"",false,,,,,,,,,kg,,,true,,,active
table-4,Walt Coffee Table,"<p>The Walt family of low coffee tables is characterized by an airy metal structure that defines a lightweight volume. Minimalist in its contours, yet not in the choice of high-quality materials: the top is marble and the lower surface is wood, designed to hold books, magazines, and objects. Walt is available in various sizes, square or rectangular, and with drawers upholstered in leather.</p>
<ul>
<li><strong>SIZE: CM: 206 x 136 x 35</strong></li>
<li><strong>PRODUCT CODE: FTC-003</strong></li>
<li><strong>MATERIAL: WOOD, BOARD</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Tables,tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,135000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/F84ABEDF-9184-4B09-BC20-DE2ED40E303A.webp?v=1693239058,1,"",false,,,,,,,,,kg,,,true,,,active
table-3,Navarra Table,"<p>The design of Navarra modern center table captures unique Spanish warmth and finest craftsmanship. The rich color background set off by thick and thin veins alike carries the eyes to the top of this table, framed by brass. Taking inspiration from its homeland, the Navarra coffee table brings an elegant flair to your home decoration. It is a contemporary center table composed of two square marble modules, linked by an organic marble surface element on top enveloped by casted brass. An exclusive design piece and polished choice for luxury home interiors.</p>
<ul>
<li><strong>SIZE: CM: 206 x 136 x 35</strong></li>
<li><strong>PRODUCT CODE: FTC-002</strong></li>
<li><strong>MATERIAL: WOOD, </strong></li>
</ul>",Lusso Homey,Furniture > Tables,Tables,tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,175000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/F2C273E2-3795-4FF0-B33A-D7D63ADBE2F9.jpg?v=1708506534,1,"",false,,,,,,,,,kg,,,true,,,active
table-2,Galet Cocktail Table,"<p><span data-mce-fragment=""1"">As furniture and home decor evolve into curvier forms, many pieces are taking on the Zen-like softness of a meditation pebble. The most literal interpretation of the trend comes from Roche Bobois’s fall collection, Water Ripples, which looks to the organic lines of rock smoothed over by waves for inspiration. Its Galet cocktail table consists of a trio of layered stones that pivot with the shifting tides or needs of your home.</span></p>
<ul>
<li><strong>SIZE: CM: 128 x 74 x 28</strong></li>
<li><strong>PRODUCT CODE: FTC-001</strong></li>
<li><strong>MATERIAL: WOOD</strong></li>
</ul>",Lusso Homey,Furniture > Tables,Tables,tables,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,185000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/E4CD4AEF-8096-40D4-88A2-E6225EDD8F5E.webp?v=1693239009,1,"",false,,,,,,,,,kg,,,true,,,active
bedroom-23,Algerone Bed,"<p>The Algerone Bed is the epitome of modern design, combining noble materials such as polished brass, grey leather, and Statuario marble with sleek lines. The architectural inspirations of the collection are reflected in this design, making it quite an alluring decor statement while ensuring the ultimate comfort.</p>
<ul>
<li><strong>SIZE: IN: W 142 x D 92 x H 47</strong></li>
<li><strong>PRODUCT CODE: FB-015</strong></li>
<li><strong>MATERIAL: WOOD, BRASS, TILE</strong></li>
</ul>",Lusso Homey,Furniture > Furniture Sets > Bedroom Furniture Sets,Beds,"Algerone Bed, Beds, Furniture, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,475000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-23.webp?v=1693238835,1,"",false,,,,,,,,,kg,,,true,,,active
bedroom-22,Charla Bed,"<p data-mce-fragment=""1"">Charla Bed<strong data-mce-fragment=""1""><em data-mce-fragment=""1""> </em></strong>has a magnifique design which becomes the focal point of your bedroom design. Made with Grey &amp; black leather and impeccable craftsmanship, this is no ordinary bed, but an impressive statement with luxury details.</p>
<ul>
<li><strong>SIZE: IN: W 90 x D 86 x H 39</strong></li>
<li><strong>PRODUCT CODE: FB-014</strong></li>
<li><strong>MATERIAL: WOOD, VELVET</strong></li>
</ul>",Lusso Homey,Furniture > Furniture Sets > Bedroom Furniture Sets,Beds,"Bedroom Furniture Sets, Beds, Charla Bed, Furniture, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,385000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-22.webp?v=1693238815,1,"",false,,,,,,,,,kg,,,true,,,active
bedroom-21,Chateau Bed,"<p data-mce-fragment=""1"">Château Bed is inspired by the walls of French castles, this Magnifique headboard takes every bedroom and turns it into the most exclusive chamber. Made with leather and gold-plated brass bars, it’s a modern headboard that will make an impressive statement in any bedroom – modern or stately.</p>
<ul>
<li><strong>SIZE: IN: W 90 x D 67 x H 47</strong></li>
<li><strong>PRODUCT CODE: FB-013</strong></li>
<li><strong>MATERIAL: WOOD, BRASS, VELVET</strong></li>
</ul>",Lusso Homey,Furniture > Furniture Sets > Bedroom Furniture Sets,Beds,Beds,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,415000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-21.webp?v=1693238790,1,"",false,,,,,,,,,kg,,,true,,,active
bedroom-20,Pegaso,"<p data-mce-fragment=""1"">The Pegaso bed is a masterpiece of modern design and comfort, seamlessly blending style and functionality to create a sanctuary of relaxation in any bedroom. Crafted with meticulous attention to detail, its sleek lines and high-quality materials exude elegance and sophistication. The generously cushioned headboard provides ample support for late-night reading or lounging, while the sturdy frame ensures durability for years to come. Whether you seek a peaceful night's sleep or a cozy spot to unwind, the Pegaso bed offers the perfect combination of aesthetics and coziness, making it the focal point of any bedroom decor.</p>
<ul>
<li>
<strong><strong>SIZE: IN: W </strong></strong><strong>88 x D 91 x H 48</strong><br>
</li>
<li><strong>PRODUCT CODE: FB-012</strong></li>
<li><strong>MATERIAL: WOOD, VELVET</strong></li>
</ul>",Lusso Homey,Furniture > Furniture Sets > Bedroom Furniture Sets,Beds,Beds,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,425000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-20.webp?v=1693238769,1,"",false,,,,,,,,,kg,,,true,,,active
bedroom-19,Langton Bed,"<div title=""Page 1"" class=""page"" data-mce-fragment=""1"">
<div class=""layoutArea"" data-mce-fragment=""1"">
<div class=""column"" data-mce-fragment=""1"">
<p>The Varun headboard is a cosmopolitan and contemporary tribute to one of the most celebrated and far-reaching ancestral crafts of the planet. Utilising a beautiful pattern, but on a majestic scale, that resembles the interlaced straws used to make wicker ornamentation, the designers of this piece elevate this craft to the status of modern luxury with expertly selected materials. An assertive and dynamic addition to any bedroom, this piece is bound to bring new energy to your home.</p>
<ul>
<li><strong>SIZE: IN: W 131 x D 82 x H 46</strong></li>
<li><strong>PRODUCT CODE: FB-011</strong></li>
<li><strong>MATERIAL: WOOD, VELVET</strong></li>
</ul>
</div>
</div>
</div>",Lusso Homey,Furniture > Furniture Sets > Bedroom Furniture Sets,Beds,Beds,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,425000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-19.webp?v=1693238746,1,"",false,,,,,,,,,kg,,,true,,,active
bedroom-18,Ca' Foscari Bed,"<div data-mce-fragment=""1"" class=""page"" title=""Page 1"">
<div data-mce-fragment=""1"" class=""layoutArea"">
<div data-mce-fragment=""1"" class=""column"">
<div>Bed with non-removable upholstery in leather or fabric; headboard with dedicated quilted embroidery. Shaped bed base with a rounded profile. Structure in plywood and solid wood with integrated wooden slats, padding in differentiated-density polyurethane foam. The shaped base of headboard and bed base is made of wood, covered in curved stainless steel with a concave profile. Decorative metal elements can be finished with any lacquer of the metal lacquer finish selection.</div>
<ul>
<li><strong>SIZE: CM: 118 x 333 x 209</strong></li>
<li><strong>PRODUCT CODE: FB-010</strong></li>
<li><strong>MATERIAL: WOOD, LEATHER</strong></li>
</ul>
<p data-mce-fragment=""1""><br></p>
</div>
</div>
</div>",Lusso Homey,Furniture > Furniture Sets > Bedroom Furniture Sets,Beds,Beds,true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,495000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-18.webp?v=1693238726,1,"",false,,,,,,,,,kg,,,true,,,active
